N° Enr.;ID_Potentialité;IDZoneIDCadre;Potentialités;Ressources;IDZone;IDCadre
383;955;1705030829;"Présence d’une carrière de pierre à Melieu-Djeudjiokeng, Ndoh, Aghong Sopleting, Metsingko Sa’a Fonang, Saakia, Tekang-Megneh, Banza (03), Aghang, Keleng Sptedong, Keleng Kemnang, Mbih I, Loung II, Sa’ah, Sissah, Lepeh, Melekouet, Bassessa, Lepoh, Menka et Aghang 1.
Existence de carrières de sable (Baghonto (Djileu), Bawouwoua, Touleveng), Metap, Kekang.
Présence de 01 carrière de latérite à Ndoh et Metap.
Présence d’un affleurement rocheux et/ou de site d’exploitation de pièrre à Tchoutsi, Tallé, Lewouffo montée EPA (02), Metap, Mentsi (graviers) et Loung.
Présence d’un atelier de ménuisérie (Ndoh, Mentsi, Lepia, Banza (02), Bassessa-Fotsa (03)) et garage (Ndoh, Mentsi, Baghonto, Za’ahseh, Doumbouo, lepia et Loung).
Présence de graviers à Mentsi issus des affleurements rocheux existants.";;170503;0829
384;956;1705030846;"Présence d’une agence de transport à Baleveng.
Présence des taxi-motos et taxi-brousses qui assurent le transport inter et intra urbain.
Existence des points d’embarquement (Baleveng, Douzem, Douotsang, Doumbouo carrefour, Za’ahseh et Lepia).";;170503;0846
385;957;1705030517;"Présence d’un Tele-centre communautaire Polyvalent (TCP).
Présence d’une connexion Internet via CAMTEL, Orange et MTN dans la commune.
Existence des antennes téléphoniques : CAMTEL (Aghang), Orange (Aghang, Keleng Kemnang, Mbeng,) et Nextel (Ndoh, Dana Mentsi Letsiet, Baleng (Johny Baleng)), MTN (Aghang, Keleng Kemnang).
Présence d’un cyber café à Ndoh, Meloung et au centre de Baleveng";;170503;0517
386;958;1705030545;"Communication par affichage public.
Présence des signaux de radio Yemba, CRTV radio et télé, radio ngnièla, Batcham, Radio Campus, Koala, poala, RFI
Utilisation des téléphones, cloches, fusils traditionnels, siflet, cris et tamtams pour communiquer auquel s’ajoutent le « kui-lo’o » pour les localités de Bassessa-Fotsa et Sa’ah, « Ghon » pour Keleng Kemnang, Ndon Levet/Lepieh.";;170503;0545
387;959;1705030000;"Présence d’une sous-préfecture construite avec logement d’astreinte.
Une Mairie.
Une gendarmerie à Nkong-zem et Loung.
Présence de 01 chefferies de 1er dégré dans la Commune.
Presence de 23 centres d’état civil (Meloung, Bakoko, Tsingbeu, Doumbouo, BaBatsengla, Metsingho Sa’a Fonang, Nkoho, Saakia, Tekang-Megneh, Banza, Bassessa-Fotsa, Mbih I, Meloung, Maya, Baleveng, Nkong-ni, Baleng, Johny Baleng, Bafou chefferie, Femmock et Ndoh).
Présence de comité de vigilance dans certains villages (Ndoh, Mentsi, Sa’ah, Kekang I, Ntsah, Baleng (Johny Baleng), Lepeh, Zemtsuet, Lingang, Menka, Mentsi, Mbeng.
Existence d’un comité de gestion des conflits locaux à Meloung.";;170503;0000
388;960;1705030418;"Direction vers la vie active pour les diplômés de l’enseignement technique.
Octroi des bourses scolaires aux étudiants dans certaines localités de la commune par l’élite (Fokamezo Kamnick-Zemtio).";;170503;0418
389;961;1403010930;Climat favorable à la pratique des activités agricoles, Présence des zones de production agricole, Existence d’un potentiel humain pouvant servir de main d’œuvre pour les activités agricoles, Existence des services d’encadrement, Existence de deux agro-industries qui emploi la main d’œuvre locale.;;140301;0930
390;962;1403010931;Climat favorable à la pratique des activités pastorales, Existence de plusieurs lacs, de rivières et du fleuve Sanaga et de l’océan Atlantique.;;140301;0931
391;963;1403010837;Fort potentiel Domanial et foncier (541 km2), Existence d’une Propriété communale.;;140301;0837
392;964;1403010838;Existence des zones d’occupation des domaines fonciers par les bâtiments administratifs, les logements sociaux, les boutiques, des ateliers les bars etc., existence d’une voirie municipale.;;140301;0838
393;965;1403010033;Climat favorable au développement de l’agroforesterie, Existence d’un potentiel forestier dans la commune, Existence d’un service public chargé de règlementer l’exploitation faunique.;;140301;0033
394;966;1403010307;Présence dans la commune de plusieurs structures des services Déconcentrés de l’Etat qui peuvent être sollicités pour un appui technique à la réalisation des projets de développement, Présence des services de sécurité chargés de maintien de l’ordre dans la commune, Existence des divisions administratives de l’espace géographique communal en villages et quartiers avec à la tête de chaque division une autorité traditionnelle.;;140301;0307
395;967;1403010742;Existence d’un service d’encadrement et d’accompagnement des orphelins vulnérables (orphelinat de Mbimbe).;;140301;0742
396;968;1403010243;Présence d’un centre de promotion de la femme, Potentiel élevé des femmes et des jeunes filles dans la commune, Présence de plusieurs associations féminines dans la commune.;;140301;0243
397;969;1403010516;Fort potentiel des personnes pratiquant le sport et l’Éducation Physique, Présence de quelques infrastructures de sport et de l’éducation physique.;;140301;0516
398;970;1403010426;Potentiel des jeunes très élevés dans la commune, Existence de diverses organisations / associations des jeunes, Existence des services d’encadrement des jeunes, Existence des projets et programmes de financement des micro-projets des jeunes (au MINADER, MINEPIA, MINEFOP, MINJEUN, etc.).;;140301;0426
399;971;1403010846;Présence de quelques moyens de transport (car, moto taxi, vélos), Existence de points de chargement.;;140301;0846
400;972;1403010939;Diversification des sources d’activités économiques.;;140301;0939
401;973;1403010735;Présence de 02 structures de formation professionnelle CETIC et SAR/SM) dans la commune, Existence des ressources naturelles qui peuvent servir de source de création d’emploi.;;140301;0735
402;974;1403010419;Présence d’une antenne de la station de recherche de l’IRAD. Conditions naturelles favorables à la réalisation des expérimentations.;;140301;0419
403;975;1403010523;Présence des sites touristiques, Existence des auberges, Existence de plusieurs danses traditionnelles, Proximité de l’axe lourd Douala-Yaoundé.;;140301;0523
404;976;1403010514;Existence d’un patrimoine culturel diversifié (plusieurs communautés vivent dans l’espace communal de Dizangue).;;140301;0514
405;977;1403010829;Existence des sites de ressources naturelles exploitables (carrières de sable, latérite).;;140301;0829
406;978;1403010921;Présence des marchés, Existence des détaillants de toutes sortes de produits de consommation, Fort potentiel des consommateurs dans la Commune.;;140301;0921
407;979;1403010741;Existence d’un fort potentiel de travailleur dans le secteur informel.;;140301;0741
408;980;1403010517;Présence d’un réseau de téléphonie mobile avec 02 opérateurs, Existence des câblots opérateurs distributeurs d’images audio visuelles.;;140301;0517
409;981;1602030033;"Flora and vegetation.
Fauna";"The lower section of the sub division especially Tiywong, Ngorin, Maasan are characterized by a natural gallery forest and some grassland. 
The middle and upper parts of the municipality is mainly made up of the savannah grassland with few patches of the natural reserved community forest in Mbiame.
The forest covers an area of 300Ha of pure climatic forest and about 750Ha of disturbed land (farming, grazing and scrubland). 
The natural vegetation existing in the municipality especially the forest and savannah serves as a habitat for the fauna. Some of the birds that can be found are; bannerman’s turaco, green
turaco, Bamenda apalis, Banded wattle eye pigeon.
For the animals we have; monkeys, hare, panthers, wolf duckers, rock hyrackers, giant rats, cane rats.
Reptiles are not left out. 
We have African rock pythons, two horn chameleons, green grass mambas, black mambas, two horn stunted snails, spitting cobras, green grass snakes, green tree cobras, black cobras and
brown harmless snakes.";160203;0033
410;982;1602030838;"Habitat.
Housing system";"The municipality is blessed with very rich biodiversity. 
Within the urban space, settlement is linear and concerntrated within the flat zones along the major roads.
At the level of the villages, the settlement is both linear and scattered. 
This is generally due to the manner in which land is being owned and inherited. 
Land ownership within the municipality is through inheritance and purchase.
With the weak enforcement of town planning norms, most houses within the municipality and even within the urban space don’t follow town planning rules. 
Over 90% of the houses are built with local materials – sun dried bricks with stones (basalt) and corrugated aluminium zinc sheets. 
At the level of the villages, most of the houses are neither plastered nor have cemented floors. 
Few traditional houses with thatched roof could still be found around the palaces, quarter heads’ compounds. 
The ‘Bokarus’ types of houses could be seen at the Mbororos settlements.
However, with the presence and functioning of a technical service of the Council, the situation is hoped to be improved upon. 
It is worthwhile noting here that, there are few decent houses especially within the urban space.";160203;0838
411;983;1602030930;Agriculture;"Virtually the entire population practice agriculture either in large or small scale. 
Even the civil servants posted to the municipality practice agriculture to encourage the local population to do farming. 
Statistics from the Sub Divisional Delegation of MINADER shows that the farming population is approximately 44,500. 
Of the 575km2 of the surface area, 50,626 Ha of land is potential arable land. 
One of the greatest potentials of the Council area is that, it is made up of two (02) ecological zones: the- low plains and the upper hilly areas. 
(High and low altitude areas). 
This accounts for the variety of crops grown within the Council area. 
Unfortunately, mechanized farming is not yet practiced by the population.
They are still deeply involved in subsistence agriculture with the use of poor farming techniques.
The main cash crop produced is coffee.
A large amount is produced on the lowland areas.
There are fewer buyers than sellers; as such there is price collision by buyers.
Little money is offered to farmers as compared to the production cost.
Other crops and fruits produced in large quantities but without statistics include: Tomatoes,Pepper, Oranges, Kolanuts, Egusi, Ginger, garlics, Palm, Water melon, mangoes, kola nuts and
Honey.
This sector is endowed with potentials such as; the availability of uncultivated arable land for agricultural extension, conducive climate for the cultivation of onions or market gardening and
food crops, availability of inland valleys for inland valley development program (IVDP) activities such as off season cultivation of crops using pumps for irrigation purposes and the creation of self-employment from agric income generating activities.



";160203;0930
412;984;1602030931; Animal husbandry and fishing.;"The Mbiame Council area produces five main species of livestock (cattle, goats, sheep, local poultry and pigs). 
The population of Sheep and Goats more than doubles that of cattle in the whole sub division. 
The area covered by the Mbiame zoo-technical center stands out clearly as the highest producer of all the species.
The pig is the least animal specie, probably because it is not used for any traditional ceremonies.
Especially cattle, goats and sheep are the occupation of the mbororo fulanies and some indigenes of the area, who do this despite their farms. 
Cattle rearers practice the nomadic pastoralist way of rearing the animals. 
They rely on the indigenous breed which though takes long to mature is more resistant to diseases.
Despite this, there still exist a couple of endemic diseases which affects the production and productivity of livestock in the municipality.
The graziers only depend on beef which these animals produce, as they have been bred to produce other animal by-products (milk). 
The predominant specie of Domestic birds is the White leg Horn which are broid and supplied by the sub-divisional delegation for MINEPIA to farmers, after every three months.
Pig species like the land race and Duroc have been introduced by the veterinary service and HEIFER Projects.
Rifem has sheep/goats market days which hold on the traditional market days (wailun) and a cattle market which holds every Wednesday. 
Mbonso has a cattle market day which holds every Friday.
The council builds the markets and manages them in collaboration with the sub divisional delegation for MINEPIA.
There are no non-conventional livestock practices; however some 350 farmers are involved in Apiculture producing about 9000kgs of Honey per year.
Rabbit is also kept in small scale.
Fishing is done at micro level in Mbonso, Lip, Mansaan, and Mbonchari. 
This is where river Marine passes by.
However, the quantity of fish produced has never been measured. 
This river is fast running and encroachment to supply farmland with water by farmers reduce aquatic habitat.
Potentials abound in this sector, such as; enough land for pasture development, the broiler sector is promising as there is high demand by the local population, the sector is under exploited for
example cross breeding of the Holtsen specie (male) with the Red Fulani could produce about 12 to 15 liters of milk per day which could carter for the dairy needs of the sub division, there is a
lot of food wasting which could go a long way to feed pigs hence develop the sector.



";160203;0931
