Enr;UnitePaysage;ID_PUGE;IDZone;Utilisation;Potentialite;Utilisateur;Probleme;Causes;Consequences;Solutions
260;Ressource en eau;270;170205;"Pratique de la peche artisanale
Extraction du sable
Usages domestiques (lessive et boisson)
Canalisation pour irrigation des champs environnant en saison seche";;;"Les cours deeeaux sont dans la plupart des cas les zones deextraction du sable
Les rives de cours deeau sont exposees au phenomene deerosion
Les ordures menageres sont deversees dans les cours deeau au niveau de leespace urbain
Les unites artisanales deextraction dehuile de palme orientent les eaux usees dans les cours d'eau";"Constituee de plusieurs ruisseaux qui serpentent leespace geographique de la commune
le niveau deeau baisse en saison de seche et augmente en saison de pluie
les plus grands cours deeaux sont le Mfouri, le Ngoum et le Nkam
Les grands cours deeaux sont les zones par excellence pour leextraction du sable
Forte activite deextraction du sable en saison seche et baisse en saison de pluie
Pratique de la pechen artisanale sur certains de ces cours deeaux
Presence des chutes exploitables potentiellement exploitables pour la production de leenergie electrique
Environnement de predilection pour leinstallation des unites artisanales deextraction dehuile de palme
";;
261;Zone de foret ( Foret Sacre, Foret Galerie, Reserve forestiere) ;271;170205;Coupe de bois deoeuvre et de bois de chauffe;"Pas tres important
Bien presente sur les flancs de colline";;"Acces difficile
Coupe anarchique du bois
Disparition de la foret et rarete de la faune";"Localisation sur les flancs de collines dans leespace geographique de la commune
Presence de quelques essences et especes prises par les populations";;"Culture des agrumes
Creation des forets communautaires"
262;Zone de foret ( Foret Sacre, Foret Galerie, Reserve forestiere) ;272;170205;Pratique des ceremonies et rites traditionnelles;Quelques poches non loin des chefferies;;Reduction de leespace pour les maisons dehabitation;"Domaine strictement protege
Localisation pour la plupart autour des chefferies";;"Tres protege
Encourager la protection des forets sacrees"
263;Zone d'eboulement multiple;273;170205;Aucune;Quelques zones au bord du Ngoum e sur les flancs de collines;;"Zone e risque
Difficulte de seinstaller dans les environs ni deexploiter pour la production agricole";"Forte pente
Sol denude par leerosion pluviale";;"Abandon des lieux
Mettre les plaques deinformation sur la zone e risque
Mettre les plants pour stabiliser le sol
Deguerpir les populations dans les environs de la zone"
264;Sable;274;170205;;"Important
Assez important
Moyen
Important dans le lit du Nkam";"Non exploite
Population
Exploite
";"zone e risque e cause du debit du cours deeau tres eleve en saison des pluies
Difficulte deacces sur le site
Appropriation du site par des individus
Degradation de la rive du cours deeau Ngoum aux lieux deextraction
Mauvais etat des routes et absence deun pont sur la voie qui mene e la carriere de sable pour permettre son exploitation";"Forte exploitation
Forte exploitation
Faible exploitation
";;"Ouvrir la voie deacces sur le site
Organiser la gestion et leexploitation du sable sur le site
Sensibiliser les exploitants pour une extraction durable
"
265;Rocher;275;170205;;"Important
Affleurement rocheux eparpille dans le village
Faible
";"Non exploite
Population
";"Difficulte deacces sur le site
Manque de materiel et equipement pour faire de leexploitation
Appropriation des sites par des individus";"Faible exploitation
Non exploite";;"Amenager la voie deacces sur le site
Ouvrir la voie deacces sur le site
"
266;Laterite;276;170205;;Important;Exploite;;Forte exploitation;;
115;Savane ;423;170207;"Elevage petit et gros betail,
Elevage non conventionnel
Apiculture
Tourisme
agriculture
";Herbe et arbustes;"Elevage petit et gros betail,
Elevage non conventionnel
Apiculture
Tourisme
agriculture";"Conflits agropastoraux
Mauvaise gestion de leespace
Feux de brousse
";;;"Identification des especes animales pour domestication
Renforcer les capacites techniques des eleveurs
Sensibilisation des populations au respect des textes et reglements en vigueurs ouverture des pistes de collectes
"
116;Foret;422;170207;"Rites coutumier
Conservation des essences et animaux par la tradition, 
Bois deeuvre, de construction et de chauffage
Raphia pour vannerie
Fougeres pour haie vives chasse, peche
";"Grande biodiversite,foret encore intacte
Presence des essences e valeur
Economiques (iroko,sapellite,canarium plantes medicales                   
";"Rites coutumier
Conservation des essences et animaux par la tradition, 
Bois deeuvre, de construction et de chauffage
Raphia pour vannerie
Fougeres pour haie vives chasse, peche";"Acces
interdit
Difficulte deavoir des petits titres deexploitation
";;;"Motiver les autorites traditionnelles dans la conservation des forets sacrees
Creation des forets communaux 
Appui  particuliers au reboisement
Simplifier leacces des populations aux petits titres deexploitation
"
117;Carriere Laterie;421;170207;Construction et entretien routier;"Sables
Pierre
Laterite
";Construction et entretien routier;Acces difficile;;;"Ouverture des voies deacces
Recherche des financements
"
118;Laterite;420;170207;"Agriculture (cultures perennes, vivrieres, maraicheres) 
Elevage
habitat
";"Sols hydromorphe
Sols lateritiques
 Sols calcaire
 Bas fonds
rocheux
";"Agriculture (cultures perennes, vivrieres, maraicheres) 
Elevage
habitat";"Acces difficile
Insuffisance des terres fertiles 
Penibilite du travail dans les bas fonds
Agriculture de type extensif
";;;"Creation des points de collecte
Acquisition des intrants pour fertilisation
Elaboration deun plan deamenagement des bas fonds
"
119;Sites touristiques;419;170207;"Touristes
Guerres
Limites frontieres
";"Grottes
Falaises
Chutes
tranchees
";"Touristes
Guerres
Limites frontieres";"Non amenage
Non delimite 
Sites inadequat
Manque deengouement de la part de la population
Absence de financement rarete de la matiere premiere
";;;Amenagement des voies deacces
120;Cours deeau;418;170207;"Populations
CDE
";Exploite e 50%;"Populations
CDE
";Sous exploitation;;;Mise en valeur des cours deeau
121;Marecage;417;170207;RAS;Non exploite;RAS;Envahi par des herbes;;;Mettre en valeur
122;Sources d'eau naturelle;416;170207;Population de leespace urbain;Debit deeau eleve (15l/s);Population de leespace urbain;"Bac de retention endommage
Tuyau de conduite endommage
Acces difficile
";;;"Rehabilitation du bac de retention deeau
Remplacer les tuyaux existants endommages
Assainir les alentours de la source pour faciliter son accessibilite.
"
123;Pierres;415;170207;Operateurs economiques de learrondissement;Plus de 90% non exploite;Operateurs economiques de learrondissement;"Mauvais etat des voies deacces
Site pas viable
";;;"Ouverture de la piste desservant le gisement de pierres
Amenagement du site de gisement de pierres
"
124;Chutes;414;170207;RAS;100% non exploite;RAS;"Site tres accidente
Difficile acces
";;;"Ouverture deune voie deacces au site
Exploitation de la chute
"
350;Faune;376;170301;"Zone de petit elevage (chevres, porcs, volaillese) 
Zone de cultures 
Zone dehabitation ";"Relief peu accidente 
Pratique de leagroforesterie 
Cultures en courbes de niveau par endroit ";;"Pauvrete des sols 
Absence de parcelles agricoles pures (Lagweu, Medjo, Demgo) 
Sols lessives et surexploites (Demgo, Lagweu, Medjo)";;"Sols ferralitiques 
Vegetation constituee deherbes, de cultures, deeucalyptus et dearbres  fruitiers, 
Cultures en bocage
Cletures faites du draecena et deautres arbustes (Demgo, Medjo) 
Brise-vents 
Limites foncieres ";"Pratique de courtes jacheres 
Utilisation des fientes 
Utilisation des engrais chimiques 
Pratique de leassolement  
Utilisation des plantes ameliorantes 
Utilisation du compost 
Pratique de la jachere amelioree "
351;Forets deEucalyptus;375;170301;Zone de culture des eucalyptus, des arbres e pin, du pidjum africanus) ;"Presence de bas-fonds 
Presence de raphias ";;"Presence de fortes pentes 
Pratique des feux de brousse (Chengne, ";;"Sols lateritiques, basaltiques et gravillonnaires 
Vegetation constituee deun melange deeucalyptus et deherbes 
Sols basaltiques et 
Puits de carbone ";"Recours au fumier vegetal pour elever le niveau de fertilite du sol 
Sensibiliser les populations sur les inconvenients de la pratique des feux de brousse "
352;Foret;374;170301;"Lieu de pratique de quelques cultures 
Lieu de cultes animistes du fait de la presence dans cet endroit de lieux sacres ";" Zone touristique 
Ecosysteme favorable au developpement des especes fauniques ";;Difficulte deacces ;;"Sols mixtes (laterite melangee avec de lehumus) 
Vegetation constituee dearbres sauvages 
Zone de petite chasse (Batoussouo) ";
353;Zone de monoculture;373;170301;Pratique  de leagriculture;"Cultures en courbe de niveau (Baghom, Ngougoua),  
Presence des bas- fonds pour les cultures de contre-saison (Baghom) 
Presence des raphias (Baghom) ";;"Relief accidente 
Pauvrete de la faune (papillons et oiseaux) 
Pauvrete des sols 
Etroitesse des parcelles cultivees 
Climat favorable e leagriculture 
Absence de parcelles agricoles pures (Banka, Djemgheu, Bapie) 
Pratique des feux de brousse (Baho,   
Pistes agricoles mal entretenues 
Presence des ravageurs de cultures 
Retrecissement des pistes agricoles e cause de leur occupation par les billons (Djemgheu, Batoussouo) 
Assechement des cours deeau du fait de la culture des eucalyptus (Chengne) 
Non-respect de leitineraire technique";;"Sols sablonneux et rocheux 
Sols lateritiques 
Savane arboree 
Sols alluvionnaires, ferralitiques et lateritiques 
Savane herbacee 
Presence deun affleurement rocheux 
Zones agro- forestieres Sols rouges";"Utilisation des engrais organiques (fientes de poules et dechets de cuisine) 
Tendance du sol e leacidite 
Pratique de leagroforeste rie 
Utilisation des engrais organiques et chimiques 
Pratique de leassolement 
Organisation des producteurs et rapprochem ent des chefs de poste agricoles "
354;Zone d'habitation (Rurale, Urbain, ...);372;170301;"Zone de cultures (cultures vivrieres, cultures perennes, cultures maraecheres) 
Zone dehabitation (predominance de maisons faites en briques de terre) 
Zone de pratique du petit elevage (chevres, porcs, volaille, e 
Lieu de cultes animistes du fait de la presence dans cet endroit de lieux sacres ";"Presence des bas- fonds (Ngougoua, Baghom, Djemgheu, Poumze, Cheffou) 
Presence des raphias (Baghom, Baho, Kaffoe) 
Pratique des cultures en courbes de niveau par endroit (Baghom, Ngougoua, Bankae) 
Presence deune zone de captage  au-dessus du mont  SEKEM e KAFFO 
Presence de quelques rivieres pouvant faciliter leirrigation des champs pendant la saison seche (Cheffou )  
Presence des zones agro-forestieres dans toute la commune 
Pratique de courtes jacheres (Banka, Batoussouo, Cheffou) 
Climat favorable e leagriculture et e la vie 
Relief favorable e la mecanisation agricole par endroit (Baho) 
Presence de quelques plantes ameliorantes (Medjo) 
Presence deun cours deeau pouvant aider e irriguer les cultures (Cheffou, Baghom) ";;"Usage des feux de brousse (Baho,) 
Erosion des sols 
Surexploitation des sols 
Perte de fertilite des sols 
Disposition verticale des billons  (dans le sens de la pente) 
Pratique de leecobuage 
Routes non entretenues 
Associations culturales et  anarchiques (Djemgheu, Medjo) 
Pratique deune agriculture rudimentaire 
Occupation des routes par les billons 
Destruction des raphias au profit des cultures maraecheres (Djemgheu";;"Sols rouges ferralitiques 
Sols alluvionnaires et ferralitiques
Vegetation de savane (herbacee, arboree  et arbustive). 
Vegetation avec predominance des bananiers 
Sols alluvionnaires (Chengne,)  
Sols rocheux et argileux 
Sols noiretres et lateritiques par endroit 
Presence de pentes et collines 
Sols rouges et caillouteux par endroit (Poumze) 
Sols  argileux et sableux 
Sols limoneux et argilo-lateritique, puis lateritiques (Medjo) ";"Rotation des cultures 
Apport en engrais biologiques 
Ecobuage 
Utilisation de leengrais chimique 
Pratique des cultures en courbes de niveau 
Utilisation des plantes ameliorantes 
Apport important en engrais biologiques aux plantes 
Pratique de la jachere amelioree 
Pratique de la rotation des cultures "
