NEnr;IDZoneIDCadre;ID_Probleme;IDProbleme;Probleme;IDZone;Archive;IDCadre;IDSource;_MiseAJour
2 178;1102090742;2388;110209PB2388;Difficulte deacces aux services sociaux de base;110209;0;0742;0;
2 179;1102090930;2389;110209PB2389;Difficulte e pratiquer une agriculture rentable;110209;0;0930;0;
2 180;1102090514;2390;110209PB2390;Difficulte dans la promotion de la Culture;110209;0;0514;0;
2 181;1102090921;2391;110209PB2391;Difficulte e developper les activites generatrices de revenus;110209;0;0921;0;
2 182;1102090517;2392;110209PB2392;Difficulte deacces aux medias;110209;0;0517;0;
2 183;1102090837;2393;110209PB2393;Difficulte deacces e la propriete fonciere.;110209;0;0837;0;
2 184;1102090832;2394;110209PB2394;Difficulte deacces e leeau potable;110209;0;0832;0;
2 185;1102010415;2395;110201PB2395;Difficultes deacces e leeducation de base de qualite.;110201;0;0415;0;
2 186;1102070846;2396;110207PB2396;"Difficulte de deplacement des populations
";110207;0;0846;0;
2 187;1102070735;2397;110207PB2397;"Difficulte deacces des jeunes e leemploi et e la formation professionnelle
";110207;0;0735;0;
2 188;1102070939;2398;110207PB2398;"Difficulte de transformation des produits de recolte
";110207;0;0939;0;
2 189;1102070419;2399;110207PB2399;"Difficulte deacces aux produits des resultats de recherche
";110207;0;0419;0;
2 190;1102070523;2400;110207PB2400;"Absence de tourisme
";110207;0;0523;0;
2 191;1102070514;2401;110207PB2401;"Perte des valeurs culturelles traditionnelles
";110207;0;0514;0;
2 192;1102070829;2402;110207PB2402;"Difficulte deexploitation des carrieres de sable et les rochers
";110207;0;0829;0;
2 193;1102070921;2403;110207PB2403;"Difficulte de commercialisation des produits
";110207;0;0921;0;
2 194;1102070545;2404;110207PB2404;"Difficulte deacces des populations aux NTIC
";110207;0;0545;0;
2 195;1102070741;2405;110207PB2405;"Pas de profil de carriere et insecurite des travailleurs
";110207;0;0741;0;
2 196;1102070517;2406;110207PB2406;"Faible communication entre les parties prenantes au developpement de la Commune
";110207;0;0517;0;
2 197;1102070000;2407;110207PB2407;"Faible intervention de leInstitution communale
";110207;0;0000;0;
2 198;1102010931;2408;110201PB2408;Difficultes dans la promotion de leelevage, de la peche et de leaquaculture.;110201;0;0931;0;
2 199;1102030735;2409;110203PB2409;Difficultes deacces e la formation professionnelle diversifiee et e un emploi decent.;110203;0;0735;0;
2 200;1102010735;2410;110201PB2410;Difficulte deacces e la formation professionnelle et e leemploi.;110201;0;0735;0;
2 201;1102030028;2411;110203PB2411;Difficultes e preserver le patrimoine environnemental.;110203;0;0028;0;
2 202;1102030033;2412;110203PB2412;Difficultes e reguler leexploitation des produits forestiers et fauniques.;110203;0;0033;0;
2 203;1102030829;2413;110203PB2413;Difficultes deexploitation des ressources minieres.;110203;0;0829;0;
2 204;1102030426;2414;110203PB2414;Difficultes deepanouissement de la jeunesse.;110203;0;0426;0;
2 205;1102030939;2415;110203PB2415;Difficultes de promotion des petites et moyennes entreprises, de leeconomie sociale et de leartisanat.;110203;0;0939;0;
2 206;1102030545;2416;110203PB2416;Difficultes deacces e leinformation et e une communication de qualite.;110203;0;0545;0;
2 207;1102030243;2417;110203PB2417;Difficultes deacces au service de la femme et de la famille.;110203;0;0243;0;
2 208;1102030419;2418;110203PB2418;Difficultes deacces aux produits de la recherche scientifiques.;110203;0;0419;0;
2 209;1102030640;2419;110203PB2419;Difficultes deacces aux soins de sante de base de qualite.;110203;0;0640;0;
2 210;1102030516;2420;110203PB2420;Difficultes deacces aux infrastructures sportives et deeducation physique.;110203;0;0516;0;
2 211;1102030523;2421;110203PB2421;Difficultes de developpement de leactivite touristique.;110203;0;0523;0;
2 212;1102010418;2422;110201PB2422;Difficulte d`acces aux etudes superieures.;110201;0;0418;0;
2 213;1102030846;2423;110203PB2423;Difficultes de deplacement des personnes et des biens.;110203;0;0846;0;
2 214;1102010425;2424;110201PB2424;Difficulte deacces aux enseignements secondaires.;110201;0;0425;0;
2 215;1102030741;2425;110203PB2425;Difficultes deacces e la securite sociale.;110203;0;0741;0;
2 216;1102030836;2426;110203PB2426;Difficultes e entretenir le reseau routier de la Commune.;110203;0;0836;0;
2 217;1102010028;2427;110201PB2427;Difficulte e preserver le patrimoine environnemental.;110201;0;0028;0;
2 218;1102010033;2428;110201PB2428;Difficulte e preserver la faune et la foret.;110201;0;0033;0;
2 219;1102010838;2429;110201PB2429;Difficulte e promouvoir un habitat decent.;110201;0;0838;0;
2 220;1102010426;2430;110201PB2430;Difficulte deepanouissement de la jeunesse.;110201;0;0426;0;
2 221;1102010939;2431;110201PB2431;Difficulte de promotion des PME, de leeconomie sociale et de creation des petits metiers.;110201;0;0939;0;
2 222;1102010545;2432;110201PB2432;Difficulte deacces e leinformation et e la communication.;110201;0;0545;0;
2 223;1102010243;2433;110201PB2433;Difficulte deepanouissement des femmes et des familles.;110201;0;0243;0;
2 224;1102010419;2434;110201PB2434;Difficulte dans la valorisation des ressources scientifiques.;110201;0;0419;0;
2 225;1102010640;2435;110201PB2435;Difficulte deacces aux soins de sante.;110201;0;0640;0;
2 226;1102010516;2436;110201PB2436;Difficulte dans la promotion du sport et de leeducation physique.;110201;0;0516;0;
2 227;1102010523;2437;110201PB2437;Difficulte dans la promotion du tourisme.;110201;0;0523;0;
2 228;1102010846;2438;110201PB2438;Difficulte de deplacement des personnes et leurs biens.;110201;0;0846;0;
2 229;1102010741;2439;110201PB2439;Difficulte dans la promotion du travail decent et la securite sociale.;110201;0;0741;0;
2 230;1102010836;2440;110201PB2440;Mauvais etat du reseau routier.;110201;0;0836;0;
2 231;1707040000;2442;170704PB2442;fonctionnement non optimal de leInstitution (RESOURCES HUMAINES (EXECUTIF MUNICIPAL) );170704;0;0000;0;
2 232;1707040000;2443;170704PB2443;fonctionnement non optimal de leInstitution (RESSOURCES HUMAINES (PERSONNEL MUNICIPAL ET SERVICES) );170704;0;0000;0;
2 233;1707040000;2444;170704PB2444;fonctionnement non optimal de leInstitution (RESSOURCES HUMAINES (CONSEILLERS MUNICIPAUX) );170704;0;0000;0;
2 234;1707040000;2445;170704PB2445;fonctionnement non optimal de leInstitution (RESSOURCES FINANCIERES (PROCESSUS DeELABORATION ET DE SUIVI DU BUDGET COMMUNAL) );170704;0;0000;0;
2 235;1707040000;2446;170704PB2446;fonctionnement non optimal de leInstitution (RESSOURCES FINANCIERES (ETAT DE LA GESTION) );170704;0;0000;0;
2 236;1707040000;2447;170704PB2447;fonctionnement non optimal de leInstitution (RESSOURCES FINANCIERES (STRUCTURE DU BUDGET DES 03 DERNIERS EXERCICES) );170704;0;0000;0;
2 237;1707040000;2448;170704PB2448;fonctionnement non optimal de leInstitution (RESSOURCES FINANCIERES (COLLECTE DES RESSOURCES FISCALES PROPRES) );170704;0;0000;0;
2 238;1707040000;2449;170704PB2449;fonctionnement non optimal de leInstitution (GESTION PATRIMONIALE );170704;0;0000;0;
2 239;1707040000;2450;170704PB2450;fonctionnement non optimal de leInstitution (GESTION DES RELATIONS (AVEC LA TUTELLE) );170704;0;0000;0;
2 240;1707040000;2451;170704PB2451;fonctionnement non optimal de leInstitution (GESTION DES RELATIONS (AVEC LES AGENTS ET LES SERVICES COMMUNAUX) );170704;0;0000;0;
2 241;1707040000;2452;170704PB2452;fonctionnement non optimal de leInstitution (GESTION DES RELATIONS (COOPERATION DECENTRALISEE);170704;0;0000;0;
2 242;1707040000;2453;170704PB2453;fonctionnement non optimal de leInstitution (GESTION DES RELATIONS (AVEC LES SERVICES ADMINISTRATIFS DECONCENTRES) );170704;0;0000;0;
2 243;1707040000;2454;170704PB2454;fonctionnement non optimal de leInstitution (GESTION DES RELATIONS (CHEFFERIES TRADITIONNELLES ET LES CONGREGATIONS RELIGIEUSES) );170704;0;0000;0;
2 244;1707040000;2455;170704PB2455;fonctionnement non optimal de leInstitution (GESTION DES RELATIONS (AVEC LA SOCIETE CIVILE) );170704;0;0000;0;
2 245;1707040000;2456;170704PB2456;fonctionnement non optimal de leInstitution (GESTION DES RELATIONS (AVEC LE SECTEUR PRIVE) );170704;0;0000;0;
2 246;1707040000;2457;170704PB2457;fonctionnement non optimal de leInstitution (CONTROLE CITOYEN DE LA GESTION COMMUNALE );170704;0;0000;0;
2 247;1707040742;2458;170704PB2458;Insuffisance des actions deappui et deencadrement des populations vulnerables ;170704;0;0742;0;
2 248;1707040426;2459;170704PB2459;Insuffisance des infrastructures et des structures deencadrement et deappui aux activites generatrices de revenus (AGR) de la jeunesse locale ;170704;0;0426;0;
2 249;1707040931;2460;170704PB2460;Faible production du secteur Elevage, Peche et Industries Animales ;170704;0;0931;0;
2 250;1102040930;2461;110204PB2461;Faible productivite agricole;110204;0;0930;0;
2 251;1102040931;2462;110204PB2462;Faible Pratique des activites deelevage et de Peche;110204;0;0931;0;
2 252;1102040640;2463;110204PB2463;Difficulte deacces aux soins de sante;110204;0;0640;0;
2 253;1102040415;2464;110204PB2464;Difficultes deacces e une education de qualite;110204;0;0415;0;
2 254;1102040425;2465;110204PB2465;Difficulte deacces aux etudes secondaires de qualite;110204;0;0425;0;
2 255;1102040836;2466;110204PB2466;Mauvais etat des routes;110204;0;0836;0;
2 256;1102040426;2467;110204PB2467;Difficulte deencadrement des jeunes;110204;0;0426;0;
2 257;1102040832;2468;110204PB2468;Difficulte deacces e leenergie electrique;110204;0;0832;0;
2 258;1102040832;2469;110204PB2469;Difficulte deacces des populations e leeau potable;110204;0;0832;0;
2 259;1102040742;2470;110204PB2470;Faible prise en charge des personnes vulnerables;110204;0;0742;0;
2 260;1102040742;2471;110204PB2471;Difficultes deacces e la citoyennete des enfants;110204;0;0742;0;
2 261;1102040742;2472;110204PB2472;Faible couverture vaccinale pour des enfants de 0-5ans;110204;0;0742;0;
2 262;1102040742;2473;110204PB2473;Difficultes deacces e leeducation prescolaire des enfants;110204;0;0742;0;
2 263;1102040742;2474;110204PB2474;Difficultes deacces e leeducation de base;110204;0;0742;0;
2 264;1102040742;2475;110204PB2475;Mal nutrition des enfants;110204;0;0742;0;
2 265;1102040742;2476;110204PB2476;Difficultes de beneficier de la prevention de lutte contre le paludisme;110204;0;0742;0;
2 266;1102040742;2477;110204PB2477;Difficulte deacces e une eau hygienique et e un environnement sain.;110204;0;0742;0;
2 267;1102040742;2478;110204PB2478;Menace du VIH/SIDA;110204;0;0742;0;
2 268;1102040243;2479;110204PB2479;Marginalisation de la femme et des enfants.;110204;0;0243;0;
2 269;1102040514;2480;110204PB2480;Difficultes e promouvoir la culture locale;110204;0;0514;0;
2 270;1102040939;2481;110204PB2481;Difficultes e developper le secteur de leartisanat et des AGR.;110204;0;0939;0;
2 271;1102040829;2482;110204PB2482;Difficultes de developpement du secteur minier.;110204;0;0829;0;
2 272;1102040523;2483;110204PB2483;Difficulte e promouvoir les activites touristiques.;110204;0;0523;0;
2 273;1102040837;2484;110204PB2484;Difficulte deacces au titre foncier et au droit e la propriete;110204;0;0837;0;
2 274;1102040921;2485;110204PB2485;Difficultes e exercer les activites commerciales;110204;0;0921;0;
2 275;1102040846;2486;110204PB2486;Precarite des conditions de transport;110204;0;0846;0;
2 276;1102040545;2487;110204PB2487;Difficulte deacces e leinformation et aux NTIC;110204;0;0545;0;
2 277;1102040307;2488;110204PB2488;Faible capacite deintervention des autorites de leadministration territoriale chargees de la decentralisation et du maintien de leordre;110204;0;0307;0;
2 278;1102040033;2489;110204PB2489;Deforestation;110204;0;0033;0;
2 279;1102040028;2490;110204PB2490;Difficulte a enclencher un developpement durable;110204;0;0028;0;
2 280;1102040838;2491;110204PB2491;Precarite de lehabitat et sous developpement urbain;110204;0;0838;0;
2 281;1102040735;2492;110204PB2492;Difficultes deacces aux emplois decents et e la formation professionnelle;110204;0;0735;0;
2 282;1102040741;2493;110204PB2493;Mauvaise gestion des dispositions prevues par le code de travail et le regime de la securite sociale.;110204;0;0741;0;
2 283;1102040516;2494;110204PB2494;Difficulte e pratiquer les activites sportive;110204;0;0516;0;
2 284;1102040419;2495;110204PB2495;Difficultes e acceder aux innovations scientifiques;110204;0;0419;0;
2 285;1102040418;2496;110204PB2496;Difficultes e acceder e leenseignement superieur.;110204;0;0418;0;
2 286;1102040517;2497;110204PB2497;Faible couverture des medias;110204;0;0517;0;
2 287;1707040514;2498;170704PB2498;Niveau relativement bas de mise en valeur du potentiel culturel local ;170704;0;0514;0;
2 288;1707040838;2499;170704PB2499;Carence deun cadre institutionnel  de reference propice au plein epanouissement des populations urbaines ;170704;0;0838;0;
2 289;1707040837;2500;170704PB2500;Carence deun cadre institutionnel de reference pour leoccupation de leespace physique de la Commune de Tonga ;170704;0;0837;0;
2 290;1707040033;2501;170704PB2501;Perte de la diversite biologique et notamment regression de la couverture vegetale et du regne animal, nonobstant la sous exploitation du potentiel ;170704;0;0033;0;
2 291;1707040516;2502;170704PB2502;Difficultes de la pratique du sport e Tonga ;170704;0;0516;0;
2 292;1707040735;2503;170704PB2503;Difficultes deacces aux petits metiers generateurs de revenus ;170704;0;0735;0;
2 293;1707040741;2504;170704PB2504;Predominance des emplois informels ;170704;0;0741;0;
2 294;1707040028;2505;170704PB2505;carences e la mise en pratique de la reglementation en vigueur en matiere de protection de leenvironnement ;170704;0;0028;0;
2 295;1707040243;2506;170704PB2506;Insuffisance de leencadrement des actions de promotion de la Femme et de la Famille e Tonga ;170704;0;0243;0;
2 296;1707040829;2507;170704PB2507;Sous-exploitation du potentiel minier et carence deunites de transformation industrielle e Tonga ;170704;0;0829;0;
2 297;1707040939;2508;170704PB2508;Difficultes deemergence deun reseau de PME organisees dans tous les secteurs deactivites (primaire, secondaire, tertiaire) ;170704;0;0939;0;
2 298;1707040523;2509;170704PB2509;Difficultes deemergence des etablissements de Tourisme   ;170704;0;0523;0;
2 299;1707040640;2510;170704PB2510;difficultes deacces aux soins de sante de qualite ;170704;0;0640;0;
2 300;1707040640;2511;170704PB2511;Emergence des MST/SIDA;170704;0;0640;0;
2 301;1707040640;2512;170704PB2512;presence des parasites lies e leinsalubrite et insuffisance des mesures deassainissement ;170704;0;0640;0;
2 302;1707040545;2513;170704PB2513;Timide relai des TIC e Tonga ;170704;0;0545;0;
2 303;1707040415;2514;170704PB2514;Difficultes deacces e une education de base de qualite ;170704;0;0415;0;
2 304;1707040425;2515;170704PB2515;Difficultes deacces aux enseignements secondaires de qualite ;170704;0;0425;0;
2 305;1707040418;2516;170704PB2516;Insuffisance des actions deorientation des eleves des classes Terminales vers les filieres porteuses de leenseignement superieur ;170704;0;0418;0;
