Enr;IDPRessources;IDZone;Ressource;Caracteristique;UtilisationActuelle;Potentialite;Contrainte;ActionaMener;AccesControle;Archive;IDSource;_MiseAJour;CoordX;CoordY;CoordZ;ModeGestion;Tendances
383;445;111004;Zone de polyculture;Sol de fertilite moyenne, /Montagne,Bas-fonds,Savane, Foret;Production Des Cultures Principales Suivantes : maes,haricot, macabo,Igname, banane douce, piment, Manioc, Legume,Patate douce,Arachide;Disponibilite des terres pour extension des exploitations Terres fertiles;Baisse de la fertilite et epuisement des solsConflits agropastoraux Feux de brousseFaible maetrise desbonnes techniquesculturales de productionenorme perte post recolteMauvais etat des routes et pistes;Pratiques des methodes culturales approprieesRenforcement des systemes et pratiques agro forestiers existantsSensibilisation contre leusage des feux de brousseSensibiliser les populations sur les cultures en courbe de niveauAmenager les pistes de collectesCreer des postes agricoles;Acces libre; ;0;;0;0;0;;
384;446;111004;Vastes  etendues  de  terre ;GroupementsNjingoumbe-Njitapon;Peturage;Disponibilite de bons peturages en saison des pluiesDisponibilite des tiges et residus des recoltes en champs en saison seche;Feux de brousseSurpeturageConflitsagropastorauxOccupation par les champs;Delimitation et securisation des espaces pastorauxRestauration des solsPromotion de leagroforesteriePromotion de la culture et dearbres fourragersFinancement du champ fourrager de Kounden;Acces libre; ;0;;0;0;0;;
385;447;111004;Bas fonds ;Galeries forestieresSols argilosableux ou hydromorphesSols limoneux et fertiles;Maraechage,jardinage et Peturage;Fertilite des solsDiversification agricole;SurexploitationSurpeturageI inondation Debut de contamination des eaux souterrainesConflitsagropastorauxDestructions des cultures par les hippopotames (Njingoumbe-Njitapon);Restauration des sols par la promotion et leutilisation de la fumure organique pour une exploitation agricole durableAmenagement et securisation des basfonds,Amenagement des pistes deaccesMise sur pied des comites de gestion et de gardiennage Delimitation et securisation des espaces agricoles et pastorauxPromotion et implementation des semences ameliorees;Acces libre et location; ;0;;0;0;0;;
386;448;180302;Forets;;Bois deeuvre,bois de chauffe, chasse traditionnelle,cueillette, paille;Richesse faunique et floristique ( PFNL, essences rares, gibier);;;Societe forestiereCUF,populations riveraines; ;0;;0;0;0;;
387;449;180302;Rivieres;;Travaux;Gisement de sable;;;Population; ;0;;0;0;0;;
388;450;180302;Fleuve ;;"Domestiques ;lessive ;peche ; creuser le sable";"Raphia, bambou de chine ; ressources halieutiques (poissons, crabes, crevettese)";;;riveraines; ;0;;0;0;0;;
389;451;180302;Carrieres  de  sable;;"Vente ;construction locale";Reserves de sable,abondance de raphia.;;;Population riveraine; ;0;;0;0;0;;
390;452;180302;Carrieres de pierres;;"Vente ;utilisation locale";Gisement de pierre;;;Population riveraine; ;0;;0;0;0;;
391;453;180302;Terres cultivables;;"Champs ;plantation (hevea) ;cueillette ;chasse";Fertilite des sols,diversite de cultures,arbres fruitiers,richesse faunique et floristique;;;Population riveraine; ;0;;0;0;0;;
392;454;180302;Potentiel  touristique;;Tourisme;Viabilisation des curiosites ecotouristiques;;;Population riveraine; ;0;;0;0;0;;
393;455;140107;Vastes  etendues  de  terre ;;;Vastes terres fertiles;;;; ;0;;0;0;0;;
395;457;140107;Carrieres  de  sable;;;Existence de nombreuses carrieres de sable e Mombo-Beach et Moundeck-Beach, le long du fleuve Moungo;;;; ;0;;0;0;0;;
397;459;140107;Carriere de Pouzzolane;;;Importantes carrieres de pouzzolane e Djoungo-rails;;;; ;0;;0;0;0;;
401;463;130104;Bas fonds ;Terres fertiles et forte capacite de retention dehumiditeDiversite des types de sols favorable e leagricultureFavorables aux activites maraecheres et polyculture;;Vastes etendues des terres riches en alluvionVaste etendues de Karal;Pratiques des itineraires agricoles inadaptesBaisse de la capacite de production agricoleDestruction des champs par les animaux et termitesAbsence et cherte des intrants agricoles;;; ;0;;0;0;0;;
402;464;130104;Flore et Faune;Forte capacite de reprise vegetaleResilientes aux coupes abusives et anarchiquesExistence des especes domestiquees;;Vastes etendues de yaeres agro-sylvo-pastorales susceptibles deetre mis en defensImportants gaulis endemiques;Rarefaction des formations vegetalesFeu de brousse pastoral et tardifElagage des arbresCoupe selective des arbresBraconnage et chasse au poisson;;; ;0;;0;0;0;;
403;465;130104;Zones de cours deeau;Disponibilite deeau pendant la saison sechePossibilite de developper les cultures maraecheres et arboricultureCarriere de sable;;Vastes chenaux fertiles des cours deeau;Baisse drastique de la production des ressources halieutiquesEnsablement des cours deeauEboulement des bergesDestruction des forets galeries;;; ;0;;0;0;0;;
404;466;130104;Ressources naturelles;;;Presence de plusieurs carrieres de sable et de roches Le couvert vegetal constitue deessences diversesMultitude de produits non ligneux;Faible valorisation des ressources naturellesAbsence deune carte miniere dans la CommuneAbsence de moyens financiers pour valoriser certaines ressources;;; ;0;;0;0;0;;
405;467;130104;Zone de polyculture;;;La population dans leensemble pratique leagricultureLe climat est favorable e la pratique des cultures vivrieres et fruitieresLa diversite du sol et relief avec la presence des alluvions et deun relief moins accidenteTerres fertiles;Methodes culturales traditionnellesMateriel et outillage rudimentaire dans leensembleUtilisation deune main-deeuvre essentiellement familialeDifficulte deacces au materiel vegetal amelioreInsuffisance deencadrement des agriculteursFaible utilisation des intrants;;; ;0;;0;0;0;;
407;469;130104;Zone de peturage;;;Disponibilite des bergersClimat favorablePeturage disponibleEspeces animales variees;Insuffisance des postes veterinairesInsuffisance des formations en techniques deelevage modernePratique de leelevage en divagationFaible organisation des eleveurs;;; ;0;;0;0;0;;
406;470;130104;Zones de cours deeau;;;Vaste reseau hydrographiqueActivite pratiquee par une bonne franche de la populationLa presence des affluents favorables e la creation des etangs piscicoles;Pratique de la peche artisanaleFaible organisation des pecheursAssechement de plusieurs Mayos pendant la saison seche;;; ;0;;0;0;0;;
408;471;130104;Faune;;;Faune tres riche et diversifieeActivite tres developpee;BraconnageMethodes rudimentairesDiminution et disparition de certaines especes animales;;; ;0;;0;0;0;;
409;472;130104;Fortes Ressources humaines ;;;Populations dynamiquesPresence du personnel des SDE;AttentismeAbsence de cadre de concertationFaible scolarisation des jeunes fillesConflits entre agriculteurs et eleveurs;;; ;0;;0;0;0;;
410;473;130104;Dynamisme  de  la  population;;;31 communautes de leespace communal disposent deune ecole e cycle completLes personnels des Centres de sante assurent une bonne couverture sanitaireForages construits dans le centre urbain de Dargala sont fonctionnels;Insuffisance des services de leeducationInsuffisance des services de santeAbsence totale des points deeau potable dans les communautesAbsence deelectriciteInsuffisance des infrastructures sportivesAbsence de marches dans les communautesAbsence deentretien du reseau routier domine par les pistesEnclavement de certaines communautesAbsence de reseau de telecommunications;;; ;0;;0;0;0;;
411;474;130104;Financement des activites de developpement;;;Abondance de ressources naturellesAbondance de terres cultivablesPresence deun grand cours deeauPresence deartisans dans les localitesLes projets et programmes de developpementPresence deexploitations agricoles de moyenne importance;Faible exploitation des ressources naturelles (sable)Faible pouvoir deachatFaibles revenusLe non maetrise des circuits de commercialisation des produits de recolteAbsence de marchesAbsence deunites de transformationLa rarete des financements des AGRFaible niveau deaction des;;; ;0;;0;0;0;;
412;475;130104;Forte tradition culturelle;;;La pratique de certains rites et danses traditionnels favorise la sauvegarde des richesses ancestrales;Disparition progressive des valeurs ancestralesAbsence de releve (modernisation);;; ;0;;0;0;0;;
416;480;140111;Hydrographie;;;importante les principaux cours deeau sont le Mloh, MBoo, Mahon gue et Satie, Crocodio, Birann, Mekalackmengonde. Mloh, MBoo Crodio.;;;; ;0;;0;0;0;;
415;481;140111;Cours deeau poissonneux;;;Produits halieutiques (poissons, crocodiles, crabes);;;; ;0;;0;0;0;;
414;482;140111;Zone de polyculture;;;La production Agricole;;;; ;0;;0;0;0;;
413;483;140111;Carrieres de pierres;;;Les carrieres et sous sols : Sable, Pierres, Laterite;;;; ;0;;0;0;0;;
398;484;140111;Sols;;;Sols fertiles et disponibles;;;; ;0;;0;0;0;;
399;485;140111;Faune;;;Richesse faunique : Biches, pangolins, singes, herissons, chimpanze, buffle, pangolin geant;;;; ;0;;0;0;0;;
400;486;140111;Forets;;;La foret et les Plantes medicinales : La reserve bakaka;;;; ;0;;0;0;0;;
396;487;140111;Chutes d'eau;;;"Les chutes : Chute Poume (15m), Chute Dip Ewameboh (30m), Chute Ebomdeko (20m), Chute Epone ; Chute Edibahok ; Chute Etoron";;;; ;0;;0;0;0;;
394;488;180102;Terres cultivables;Abattage des arbres,  labourage e la main.;Population chercheurs, GIC et associations.;Plusieurs dizaines dehectares.;Deboisement Fertilite des sols reduite.;Reboisement, fourniture en intrants agricoles, formation des agriculteurs.;Culture vivriereet de rente (tubercules, cereales, cacao).; ;0;;0;0;0;;
417;489;180102;Marecages ;Labourage e la main,Agriculture artisanale, Polyculture.;Pratique de leagriculture Culture maraichere (tomate, gombo, piment, ...);Moyen ;Faible amenagement des voies deacces Baisse de la production agricole.;Culture des plantes maraecheres.;Formation des populations aux cultures maraecheres, facilitation de leacces aux intrants.equipement des exploitants.; ;0;;0;0;0;;
418;490;180102;Sable, pierre (granite), laterite;Entreprises: engin de Travaux publics Population exploitation manuelle artisanale.;Population, entreprises de BTP pour travaux deentretien deinfrastructures routieres.;Superficie importante.;Enclavement, manque de materiel adequat, faible demande,faible  prospection.;Organiser le secteur minier pour meilleur rendement au niveau local,Envisager une exploitation industrielle des laterites et rochers pour les travaux publics.;"Exploitation industrielle du sable, des laterites et certains rochers;Entretien, rehabilitation  et amenagement des routes et pistes."; ;0;;0;0;0;;
419;491;180102;Forets;Utilisation des troneonneuses Camions grumiers ...;Cacaoyere UFA, ZIC, Mairie,Communaute, Societes forestieres.;Tres important.;Abattage anarchique des arbres,Braconnage,Insuffisance de reboisement.;Reboisement Sensibilisation sur la gestion des forets.;Puits de Carbonne.; ;0;;0;0;0;;
420;492;180102;Cours deeau;Materiels rudimenaires.;Populations: petite peche, bain, lessive, vaisselle, boisson, extraction de sable.;Important.;Tarissement saisonnier, Maladies hydriques, Tres faible amenagement des cours deeau.;Sensibiliser sur les techniques de traitement de leeau et sur les techniques deamenagement des cours deeau.;Potabilisation / Amenagement des cours deeau.; ;0;;0;0;0;;
421;493;170504;Sols;Ferrallitiques sur les flancs de collinesSablonneux et argileux sur terre ferme;;Plus ou moins fertiles.Carriere de laterite pour rehabilitation et cantonnage des routes;Soumis e une forte erosion;;; ;0;;0;0;0;;
423;495;170504;Climat;Climat d'altitude de type cameronien e deux saisons inegales une grande saison de pluie (mi-mars e mi-novembre), et une petite saison seche (de mi-novembre e mi-mars);;Moyenne annuelle des precipitations 1 600 mm propices e leagriculture et e la pisciculture ;Irregularites et perturbations du cycle des saisons ;;; ;0;;0;0;0;;
425;497;170504;Relief;Collines et pentes plus ou moins faibles.Vallees traversees par les cours d'eau.;;Gisements de roches (granites) exploitables pour installation des carrieres;Difficultes deoccupation.Difficultes de constructions et de pratique de leAgriculture .;;; ;0;;0;0;0;;
426;498;170504;Faune;Predominance des petits rongeurs et de reptiles (mamba vert, vipere,Presence de quelques especes sauvages (hippopotames, antilopes, pantheres, porc-epic)Presence des oiseaux sauvages (perdrix, moineau, epervier, corbeau)Faune domestique constituee de caprins, volaille, porcinse;;Existence des especes rares dans certains villages (hippopotames et pantheres) ;Rarete des especes animales Chasse abusive Feux de brousse ;;; ;0;;0;0;0;;
427;499;170504;Flore;Omnipresence de la savane herbacee et de quelques zones de foretsHaies vives autour des habitationsEspaces en friches et des zones de cultures;;Offre de plusieurs zones de peturages Materiaux de constructionBois de chauffe;Rarete des essences vegetales et disparition du couvert vegetal;;; ;0;;0;0;0;;
428;500;170504;Hydrographie;Presence de quelques cours deeau e tres faible debits ;;Presence de quelques cours deeauPresence de quelques especes halieutiques (carpes, tilapia, silures);AssechementPollution  Inondation;;; ;0;;0;0;0;;
429;501;170504;Savane ;Rarete des produits forestiers non ligneux et des plantes medicinales.;PeturagesAgriculture (cultures vivrieres)Collecte des produits non ligneuxRamassage du bois de chauffageCoupe du bois deeuvreCollecte des plantes medicinales;Vastes superficiesSols fertilesSapin et eucalyptus (bois deeuvre)Produits forestiers non ligneux;EnclavementSous exploitationRelief accidenteFaible mise en valeur;Rationaliser la coupe du bois et la collecte des PFNL. ;Libre acces; ;0;;0;0;0;;
430;502;;;;;;;;; ;0;;0;0;0;;
422;503;;;;;;;;; ;0;;0;0;0;;
424;504;;;;;;;;; ;0;;0;0;0;;
431;505;;;;;;;;; ;0;;0;0;0;;
432;506;170504;Marecages ;Diminution des surfacesDisparition progressive de la flore (raphia, Jong);Pratique de leagriculture 02 fois par anCulture maraichere (tomate, gombo, piment, e)Creation des etangsExploitation du sable;Vastes autour des principales rivieresBambou de raphia, bambou de chineSols fertiles;Enclavement, difficulte deaccesDifficulte deevacuation des produits agricolesInondations en saison de pluieBiotope des reptiles;equipements des exploitants (bottes, gants, eAmenagement des voies deacces;Gestion familialeAcces par heritage ou par location; ;0;;0;0;0;;
